"genus","species","scientific_name_intepreted","catalogue_number","institution","decimal_latitude_wgs84","decimal_longitude_wgs84","year","month","day","record_id"
"Anilios","Anilios ammodytes","Anilios ammodytes","R110199","Western Australian Museum",-21.676944,116.975,NA,NA,NA,"5e51eb16-c6a8-4cf2-950d-e9d45d5f7a50"
"Anilios","Anilios ammodytes","Anilios ammodytes","R146718","Western Australian Museum",-20.54,118.64,NA,NA,NA,"5e91d468-a476-4a26-a1a4-e9c8878ea8c0"
"Anilios","Anilios ammodytes","Anilios ammodytes","R162017","Western Australian Museum",-22.255278,115.436389,NA,NA,NA,"6138056b-21b2-41f8-9ea4-704798d1697f"
"Anilios","Anilios ammodytes","Anilios ammodytes","R146644","Western Australian Museum",-22.39,118.98,NA,NA,NA,"6242c1df-d091-4923-a209-5abb9bf56efd"
"Anilios","Anilios ammodytes","Anilios ammodytes","R142358","Western Australian Museum",-21.807778,114.111111,NA,NA,NA,"624aab83-7658-48dd-882a-a27fd63e1fdc"
"Anilios","Anilios ammodytes","Anilios ammodytes","R111995","Western Australian Museum",-22.611111,120.728889,NA,NA,NA,"62bcfc4e-0ce6-495d-b091-5e4b4d58a101"
"Anilios","Anilios ammodytes","Anilios ammodytes","R100453","Western Australian Museum",-22.328889,122.063889,NA,NA,NA,"63269946-cf63-4cf3-9d72-26a35296914e"
"Anilios","Anilios ammodytes","Anilios ammodytes","R102560","Western Australian Museum",-23.095833,116.009722,NA,NA,NA,"632a911b-f639-419d-97a6-ed74bc290ee5"
"Anilios","Anilios ammodytes","Anilios ammodytes","R158097","Western Australian Museum",-21.310278,117.276111,NA,NA,NA,"64ac5d65-02e1-4413-ad69-2583735670fa"
"Anilios","Anilios ammodytes","Anilios ammodytes","R146683","Western Australian Museum",-20.61,118.61,NA,NA,NA,"64c9325f-42c6-4582-9aed-92a9f904a85e"
"Anilios","Anilios ammodytes","Anilios ammodytes","R157013","Western Australian Museum",-22.459167,119.036389,NA,NA,NA,"64d262f4-779c-4121-bd31-7214ccfe11bc"
"Anilios","Anilios ammodytes","Anilios ammodytes","R61120","Western Australian Museum",-22.3,113.816667,NA,NA,NA,"65a954e6-eb19-4751-9bb8-53cb5054baec"
"Anilios","Anilios ammodytes","Anilios ammodytes","R146661","Western Australian Museum",-20.61,118.61,NA,NA,NA,"66055468-1af6-429d-bf31-627e4a0434bb"
"Anilios","Anilios ammodytes","Anilios ammodytes","R84981","Western Australian Museum",-20.475,116.625,NA,NA,NA,"675093ab-29b1-4bac-82fb-c9baf773b77f"
"Anilios","Anilios ammodytes","Anilios ammodytes","R157046","Western Australian Museum",-21.953889,118.995833,NA,NA,NA,"676874f5-1319-4518-a977-f00e9c099183"
"Anilios","Anilios ammodytes","Anilios ammodytes","R160199","Western Australian Museum",-21.677222,120.155278,NA,NA,NA,"6811581b-a530-4f54-9bb3-2e7210b17bec"
"Anilios","Anilios ammodytes","Anilios ammodytes","R161335","Western Australian Museum",-21.479722,120.090556,NA,NA,NA,"69159e38-c3d3-4eaa-bce1-7a34052fe58c"
"Anilios","Anilios ammodytes","Anilios ammodytes","R132666","Western Australian Museum",-20.584722,116.8,NA,NA,NA,"6b8327eb-d59b-4c7d-81e0-185b8a5f7f52"
"Anilios","Anilios ammodytes","Anilios ammodytes","R154251","Western Australian Museum",-22.299167,119.022778,NA,NA,NA,"6cf659af-efe2-4068-b15e-b77680a4906d"
"Anilios","Anilios ammodytes","Anilios ammodytes","R73141","Western Australian Museum",-22.804722,119.225,NA,NA,NA,"6d8253af-1fee-4449-a902-b89d9795ef89"
"Anilios","Anilios ammodytes","Anilios ammodytes","R73603","Western Australian Museum",-22.766667,119.218889,NA,NA,NA,"6de67a63-88da-4080-a4be-7b69e0a1814d"
"Anilios","Anilios ammodytes","Anilios ammodytes","R154865","Western Australian Museum",-20.418333,120.15,NA,NA,NA,"70736229-baa7-4a69-bfd5-ef00ec024ef9"
"Anilios","Anilios ammodytes","Anilios ammodytes","R108831","Western Australian Museum",-20.783333,116.85,NA,NA,NA,"710cfe31-04f4-42f7-9c17-a2414356bfaa"
"Anilios","Anilios ammodytes","Anilios ammodytes","R170833","Western Australian Museum",-21.438056,119.541111,NA,NA,NA,"71d58560-ad69-4569-8756-9a3fa4475a6d"
"Anilios","Anilios ammodytes","Anilios ammodytes","R166183","Western Australian Museum",-21.951944,120.131667,NA,NA,NA,"7393e3f4-91dd-4035-b5d8-b0936b5f2e86"
"Anilios","Anilios ammodytes","Anilios ammodytes","R145553","Western Australian Museum",-21.06,118.75,NA,NA,NA,"73b17183-9d1d-46cf-bed2-334106561567"
"Anilios","Anilios ammodytes","Anilios ammodytes","R154866","Western Australian Museum",-20.412778,120.131667,NA,NA,NA,"774702d6-4319-4bf4-8622-4739f23f5ce4"
"Anilios","Anilios ammodytes","Anilios ammodytes","R154257","Western Australian Museum",-22.259167,119.026389,NA,NA,NA,"78993c0e-1fc6-4e57-81b2-aa5a4a622ea3"
"Anilios","Anilios ammodytes","Anilios ammodytes","R158221","Western Australian Museum",-22.389444,119.775278,NA,NA,NA,"7d1e4438-cf40-40d5-bdd2-0223b7f39a94"
"Anilios","Anilios ammodytes","Anilios ammodytes","R141313","Western Australian Museum",-20.911389,116.192222,NA,NA,NA,"7e282eac-f20a-45fa-9a57-5feed9b10c2e"
"Anilios","Anilios ammodytes","Anilios ammodytes","R110847","Western Australian Museum",-21.951111,116.465278,NA,NA,NA,"7f3df4d9-5c3f-43d7-9918-8f45b2ad33c8"
"Anilios","Anilios ammodytes","Anilios ammodytes","R110858","Western Australian Museum",-21.818889,116.299722,NA,NA,NA,"7fc6aec2-f05a-4e57-b935-97b6a02cbb04"
"Anilios","Anilios ammodytes","Anilios ammodytes","R102805","Western Australian Museum",-20.538333,116.818611,NA,NA,NA,"80263eb5-5f7b-4fb3-83f4-447c35f83909"
"Anilios","Anilios ammodytes","Anilios ammodytes","R170236","Western Australian Museum",-23.339722,117.801111,NA,NA,NA,"8130ea05-1e70-42bd-a85d-10812e09ad61"
"Anilios","Anilios ammodytes","Anilios ammodytes","R111958","Western Australian Museum",-22.518056,120.678056,NA,NA,NA,"8183bc03-f13e-4f49-aac5-fe87aecdc398"
"Anilios","Anilios ammodytes","Anilios ammodytes","R146628","Western Australian Museum",-22.36,119.99,NA,NA,NA,"820a3e71-3717-45ae-a344-08ee0db6bdff"
"Anilios","Anilios ammodytes","Anilios ammodytes","R162394","Western Australian Museum",-20.851944,116.944444,NA,NA,NA,"827ab114-9ef1-4d70-9d41-e137678fbbef"
"Anilios","Anilios ammodytes","Anilios ammodytes","R145694","Western Australian Museum",-21.710833,115.196944,NA,NA,NA,"82dfb92a-364b-4c60-b960-7f168c2c3e4e"
"Anilios","Anilios ammodytes","Anilios ammodytes","R154299","Western Australian Museum",-22.259167,119.026389,NA,NA,NA,"83fcf438-e9f1-4aa1-ac91-d329400b3e11"
"Anilios","Anilios ammodytes","Anilios ammodytes","R160117","Western Australian Museum",-21.271389,120.585,NA,NA,NA,"8626e17b-8cf9-404a-9b1d-ea403e739470"
"Anilios","Anilios ammodytes","Anilios ammodytes","R157090","Western Australian Museum",-22.346667,119.01,NA,NA,NA,"885e1b84-38b2-4489-8692-5890e477afcb"
"Anilios","Anilios ammodytes","Anilios ammodytes","R111969","Western Australian Museum",-22.518056,120.678056,NA,NA,NA,"8a4e51d4-f34e-483c-bc1c-d743f0e4e48f"
"Anilios","Anilios ammodytes","Anilios ammodytes","R111957","Western Australian Museum",-22.700556,120.737222,NA,NA,NA,"8b0afce5-04f0-4b6e-8924-51e0ed65a23b"
"Anilios","Anilios ammodytes","Anilios ammodytes","R163927","Western Australian Museum",-20.739167,120.893889,NA,NA,NA,"8b5ae222-dc84-4edc-adc1-5cdd44ece5b8"
"Anilios","Anilios ammodytes","Anilios ammodytes","R102550","Western Australian Museum",-23.079444,115.790833,NA,NA,NA,"8c167020-3c87-4ac5-bf24-06035caab706"
"Anilios","Anilios ammodytes","Anilios ammodytes","R146595","Western Australian Museum",-22.36,119.99,NA,NA,NA,"8d44d3ac-cc0c-4a60-85ab-5863d0c3f9c5"
"Anilios","Anilios ammodytes","Anilios ammodytes","R161520","Western Australian Museum",-20.766944,120.376667,NA,NA,NA,"8e4bccc1-b939-4ac7-b0bc-eadeddd3616d"
"Anilios","Anilios ammodytes","Anilios ammodytes","R161569","Western Australian Museum",-20.739167,120.893889,NA,NA,NA,"8e5ddbd5-da53-4c89-966c-a4b6cd9baf96"
"Anilios","Anilios ammodytes","Anilios ammodytes","R154545","Western Australian Museum",-20.415556,120.140833,NA,NA,NA,"8e9426b9-4bcb-4c0a-bac3-85eb107ef17d"
"Anilios","Anilios ammodytes","Anilios ammodytes","R114541","Western Australian Museum",-20.516667,118.683333,NA,NA,NA,"903ff371-0e36-4fca-b889-5bdb9fc7c7e0"
"Anilios","Anilios ammodytes","Anilios ammodytes","R170619","Western Australian Museum",-21.918056,115.723333,NA,NA,NA,"92493d51-39d1-45ca-97fd-403920d79467"
"Anilios","Anilios ammodytes","Anilios ammodytes","R161311","Western Australian Museum",-21.479722,120.090556,NA,NA,NA,"94a0f9bd-f52d-41fd-a84d-a74072607854"
"Anilios","Anilios ammodytes","Anilios ammodytes","R146627","Western Australian Museum",-22.39,118.98,NA,NA,NA,"95853ca6-4db6-4858-8d9c-fa7af08bfe31"
"Anilios","Anilios ammodytes","Anilios ammodytes","R90774","Western Australian Museum",-21.616944,118.953611,NA,NA,NA,"98e84458-aba3-4090-a110-3d95b1d11191"
"Anilios","Anilios ammodytes","Anilios ammodytes","R170659","Western Australian Museum",-21.633056,116.491667,NA,NA,NA,"9ade4bbd-03cf-4da9-8c37-315de92d0d72"
"Anilios","Anilios ammodytes","Anilios ammodytes","R160953","Western Australian Museum",-20.794444,116.856667,NA,NA,NA,"9e673ae7-065b-4cd4-8865-e87f915f1cfe"
"Anilios","Anilios ammodytes","Anilios ammodytes","R160239","Western Australian Museum",-21.947778,120.194167,NA,NA,NA,"9f0d8d3f-6e50-4d81-9303-98a803b11c84"
"Anilios","Anilios ammodytes","Anilios ammodytes","R160011","Western Australian Museum",-20.949722,117.849722,NA,NA,NA,"9f0eccdb-53a0-4222-b7d4-0905328cafda"
"Anilios","Anilios ammodytes","Anilios ammodytes","R140023","Western Australian Museum",-21.181389,117.057778,NA,NA,NA,"9ff2d689-84eb-4fd9-b529-696118f64b8c"
"Anilios","Anilios ammodytes","Anilios ammodytes","R146634","Western Australian Museum",-21.634167,118.887222,NA,NA,NA,"a13dae92-9e40-4f3d-9842-4734872f90bd"
"Anilios","Anilios ammodytes","Anilios ammodytes","R132643","Western Australian Museum",-20.596389,116.810833,NA,NA,NA,"a18ad2ec-a909-426e-8bcb-9dba287417ea"
"Anilios","Anilios ammodytes","Anilios ammodytes","R163991","Western Australian Museum",-20.325556,119.210833,NA,NA,NA,"a323e038-e3bb-4823-990d-2ff097c616a6"
"Anilios","Anilios ammodytes","Anilios ammodytes","R110856","Western Australian Museum",-21.948333,116.463611,NA,NA,NA,"a362dc9c-1ac3-4fff-b81c-8781b9044bee"
"Anilios","Anilios ammodytes","Anilios ammodytes","R110144","Western Australian Museum",-21.856111,117.979722,NA,NA,NA,"a4024dfb-28c2-4c79-8039-a57b74665a8d"
"Anilios","Anilios ammodytes","Anilios ammodytes","R146720","Western Australian Museum",-20.61,118.61,NA,NA,NA,"a498d55d-bc16-43b6-b1ec-26bded8cc408"
"Anilios","Anilios ammodytes","Anilios ammodytes","R158174","Western Australian Museum",-22.221667,119.024722,NA,NA,NA,"a56d3f1d-2f5d-4b04-a44c-d8905f3c50d4"
"Anilios","Anilios ammodytes","Anilios ammodytes","R119730","Western Australian Museum",-22.956944,119.138889,NA,NA,NA,"a73d47d4-408e-41cb-848c-6348728c2533"
"Anilios","Anilios ammodytes","Anilios ammodytes","R170216","Western Australian Museum",-22.72,117.510556,NA,NA,NA,"aaab6f04-ea07-4f05-ae51-f40ec9733c23"
"Anilios","Anilios ammodytes","Anilios ammodytes","R85052","Western Australian Museum",-22.533333,115.5,NA,NA,NA,"af5106e3-8e5b-47c2-acd8-521e0dc3e830"
"Anilios","Anilios ammodytes","Anilios ammodytes","R161994","Western Australian Museum",-22.498333,115.558056,NA,NA,NA,"b1a9fc35-8810-434a-ac86-3b278265c892"
"Anilios","Anilios ammodytes","Anilios ammodytes","R110123","Western Australian Museum",-21.856111,117.979722,NA,NA,NA,"b4767204-b498-4d38-943e-341463864fad"
"Anilios","Anilios ammodytes","Anilios ammodytes","R164571","Western Australian Museum",-21.672778,116.725278,NA,NA,NA,"b564503e-59ec-470b-880a-72c77ffc1ed8"
"Anilios","Anilios ammodytes","Anilios ammodytes","R170117","Western Australian Museum",-21.128056,118.689444,NA,NA,NA,"b5c0bee4-8d17-425c-b4b6-63e32764ffa3"
"Anilios","Anilios ammodytes","Anilios ammodytes","R141306","Western Australian Museum",-21.015278,116.187222,NA,NA,NA,"b6baee0f-4859-4ba1-bb26-67d4275af0b2"
"Anilios","Anilios ammodytes","Anilios ammodytes","R170620","Western Australian Museum",-21.791389,115.464167,NA,NA,NA,"b7ad40a7-6519-4e38-8fc2-78cb4320999f"
"Anilios","Anilios ammodytes","Anilios ammodytes","R37065","Western Australian Museum",-22,118.75,NA,NA,NA,"b8cf3c51-ebc4-4ffb-a3d5-6e7ffc9caacd"
"Anilios","Anilios ammodytes","Anilios ammodytes","R61472","Western Australian Museum",-22.166667,114.083333,NA,NA,NA,"b9c02824-594e-41aa-8fa7-5a7293890549"
"Anilios","Anilios ammodytes","Anilios ammodytes","R161604","Western Australian Museum",-20.161944,119.366667,NA,NA,NA,"bb082b4c-b380-435a-ba1c-833fae9de784"
"Anilios","Anilios ammodytes","Anilios ammodytes","R110318","Western Australian Museum",-22.660833,119.918611,NA,NA,NA,"bbfdbb9d-0c7e-4b78-a3ac-0abc49c59025"
"Anilios","Anilios ammodytes","Anilios ammodytes","R162149","Western Australian Museum",-22.74,116.461111,NA,NA,NA,"bd29061b-24cc-4b76-9d6c-a5f422646fdc"
"Anilios","Anilios ammodytes","Anilios ammodytes","R166184","Western Australian Museum",-21.954167,120.124167,NA,NA,NA,"be351352-b5fc-473f-a1d1-0ce3bf97ebd1"
"Anilios","Anilios ammodytes","Anilios ammodytes","R73859","Western Australian Museum",-21.1,117.083333,NA,NA,NA,"be3d0e4d-5292-4ca0-ad66-d251e2043851"
"Anilios","Anilios ammodytes","Anilios ammodytes","R102496","Western Australian Museum",-23.379167,115.880556,NA,NA,NA,"be9b2774-d6e4-4723-89c1-8a5722f8a7c4"
"Anilios","Anilios ammodytes","Anilios ammodytes","R151167","Western Australian Museum",-22.620278,117.743611,NA,NA,NA,"c0c2b73c-d70e-48f0-964e-a0248eb5a4e8"
"Anilios","Anilios ammodytes","Anilios ammodytes","R160191","Western Australian Museum",-21.677222,120.155278,NA,NA,NA,"c29e06ad-bd76-4f25-9bdd-ea52e0014838"
"Anilios","Anilios ammodytes","Anilios ammodytes","R163874","Western Australian Museum",-20.161944,119.366667,NA,NA,NA,"c35b1952-9c53-4d20-8b90-d8d80f27e8b3"
"Anilios","Anilios ammodytes","Anilios ammodytes","R170038","Western Australian Museum",-21.063611,118.760833,NA,NA,NA,"c3e56283-c9f3-4673-bdad-1bd66ec4015b"
"Anilios","Anilios ammodytes","Anilios ammodytes","R165284","Western Australian Museum",-20.792222,116.680556,NA,NA,NA,"c79c3a51-e600-4a6a-8a41-ed0d6e14265d"
"Anilios","Anilios ammodytes","Anilios ammodytes","R165175","Western Australian Museum",-22.434722,115.930278,NA,NA,NA,"c84cd65b-0327-4997-a061-5da95d888c43"
"Anilios","Anilios ammodytes","Anilios ammodytes","R139430","Western Australian Museum",-22.033333,115.466667,NA,NA,NA,"c87c927c-e7f6-4976-92b9-f0a365f74dc0"
"Anilios","Anilios ammodytes","Anilios ammodytes","R162031","Western Australian Museum",-22.917778,115.5775,NA,NA,NA,"c90d5477-21bb-4585-a8b6-460e6209ccf6"
"Anilios","Anilios ammodytes","Anilios ammodytes","R146643","Western Australian Museum",-22.36,119.99,NA,NA,NA,"c94747f5-bf4d-4326-8fa3-169d653ac85e"
"Anilios","Anilios ammodytes","Anilios ammodytes","R60417","Western Australian Museum",-20.733333,116.85,NA,NA,NA,"ca6a6625-ab0f-425c-a32c-d0df68e83826"
"Anilios","Anilios ammodytes","Anilios ammodytes","R146674","Western Australian Museum",-21.06,118.75,NA,NA,NA,"caaafd12-4cf3-4cea-b1a0-50e50656478a"
"Anilios","Anilios ammodytes","Anilios ammodytes","R110279","Western Australian Museum",-22.675556,119.840556,NA,NA,NA,"cbeaa24a-7d73-4521-b192-27ec69ead395"
"Anilios","Anilios ammodytes","Anilios ammodytes","R110842","Western Australian Museum",-21.941389,116.453889,NA,NA,NA,"cc137287-3fc9-4eca-9579-91c428747915"
"Anilios","Anilios ammodytes","Anilios ammodytes","R164122","Western Australian Museum",-22.24,119.103056,NA,NA,NA,"cd1b72c1-3927-40f4-b151-012035f02d28"
"Anilios","Anilios ammodytes","Anilios ammodytes","R39740","Western Australian Museum",-22.35,118.25,NA,NA,NA,"cddaed02-893e-4f66-8023-5491af1df403"
"Anilios","Anilios ammodytes","Anilios ammodytes","R161699","Western Australian Museum",-20.261389,119.419722,NA,NA,NA,"cfb9a931-96ed-48b6-8580-d57db1885af3"
"Anilios","Anilios ammodytes","Anilios ammodytes","R163004","Western Australian Museum",-22.452222,115.661389,NA,NA,NA,"d0807d59-b714-4077-987c-4c44e38d65e0"
"Anilios","Anilios ammodytes","Anilios ammodytes","R170832","Western Australian Museum",-21.491944,119.411944,NA,NA,NA,"d194ddf9-dec7-44dc-9c3a-4c7147e87083"
"Anilios","Anilios ammodytes","Anilios ammodytes","R163896","Western Australian Museum",-20.161944,119.366667,NA,NA,NA,"d2055239-6d51-4594-a3b4-e727aad604de"
"Anilios","Anilios ammodytes","Anilios ammodytes","R110290","Western Australian Museum",-22.675556,119.840556,NA,NA,NA,"d2a69730-5372-476f-90f5-85e1ef702dc0"
"Anilios","Anilios ammodytes","Anilios ammodytes","R165283","Western Australian Museum",-20.780278,116.701944,NA,NA,NA,"d2af520c-bcb5-453c-a091-d0da00ba12e8"
"Anilios","Anilios ammodytes","Anilios ammodytes","R145609","Western Australian Museum",-20.91,118.68,NA,NA,NA,"d2f11120-c833-44a0-8ff5-164bb0de835f"
"Anilios","Anilios ammodytes","Anilios ammodytes","R67903","Western Australian Museum",-23.184722,118.791667,NA,NA,NA,"d5b27e7f-0546-4624-9986-d1b6ae062079"
"Anilios","Anilios ammodytes","Anilios ammodytes","R145549","Western Australian Museum",-20.91,118.68,NA,NA,NA,"d5dbeede-cbf9-429c-9b65-50b72da54bf6"
"Anilios","Anilios ammodytes","Anilios ammodytes","R166638","Western Australian Museum",-20.849722,117.839444,NA,NA,NA,"d6ec21db-d8bf-4518-98c9-0bee5c2afb18"
"Anilios","Anilios ammodytes","Anilios ammodytes","R139373","Western Australian Museum",-21.351111,120.446944,NA,NA,NA,"d7fbaf1d-fbbd-4069-b5c0-61fecd6c8094"
"Anilios","Anilios ammodytes","Anilios ammodytes","R99362","Western Australian Museum",-21.611111,119.039722,NA,NA,NA,"d80388d1-15fd-479b-8530-ab78fb38b11b"
"Anilios","Anilios ammodytes","Anilios ammodytes","R37328","Western Australian Museum",-20.383333,116.866667,NA,NA,NA,"d83e3093-05c7-491f-9e17-a437a93d4a8a"
"Anilios","Anilios ammodytes","Anilios ammodytes","R161159","Western Australian Museum",-22.675556,119.840556,NA,NA,NA,"d891035b-7297-4449-afa4-7b5828fca288"
"Anilios","Anilios ammodytes","Anilios ammodytes","R110068","Western Australian Museum",-20.794444,116.856667,NA,NA,NA,"d8f556f0-7bd0-4078-8c4e-c0adc8f7b907"
"Anilios","Anilios ammodytes","Anilios ammodytes","R165285","Western Australian Museum",-20.792778,116.685,NA,NA,NA,"d9cf1c65-3e27-4d61-97f1-07814065fc79"
"Anilios","Anilios ammodytes","Anilios ammodytes","R154294","Western Australian Museum",-22.414444,119.006667,NA,NA,NA,"da1c6cea-19ce-4a49-98d5-841b3d6b98ed"
"Anilios","Anilios ammodytes","Anilios ammodytes","R170487","Western Australian Museum",-22.516389,120.659444,NA,NA,NA,"da43594d-389f-409d-b798-611f87deab3f"
"Anilios","Anilios ammodytes","Anilios ammodytes","R161334","Western Australian Museum",-21.678333,120.088333,NA,NA,NA,"daad070c-fb12-4c15-83e4-44819295c7ab"
"Anilios","Anilios ammodytes","Anilios ammodytes","R67336","Western Australian Museum",-23.2,117.666667,NA,NA,NA,"dc39cb1b-41be-4169-943d-aac08175c29a"
"Anilios","Anilios ammodytes","Anilios ammodytes","R145643","Western Australian Museum",-22.5,119.09,NA,NA,NA,"dcd8a0c1-5a45-4237-bb1b-beaa72f9c1a7"
"Anilios","Anilios ammodytes","Anilios ammodytes","R160138","Western Australian Museum",-21.271389,120.585,NA,NA,NA,"dd7a8c46-c0b2-4db5-8c64-02307e923e4e"
"Anilios","Anilios ammodytes","Anilios ammodytes","R127743","Western Australian Museum",-22.808056,117.748889,NA,NA,NA,"dd9f1b46-09cf-49d6-aea0-bb66dfcbb8c3"
"Anilios","Anilios ammodytes","Anilios ammodytes","R145620","Western Australian Museum",-20.54,118.64,NA,NA,NA,"e03b267c-b858-463f-bc96-f425ce03c020"
"Anilios","Anilios ammodytes","Anilios ammodytes","R160182","Western Australian Museum",-21.4075,120.071111,NA,NA,NA,"e0b5618a-347a-4fe1-aa45-f23448f243e4"
"Anilios","Anilios ammodytes","Anilios ammodytes","R94724","Western Australian Museum",-22.34,122.0725,NA,NA,NA,"e0bc38b6-2d07-4055-ac42-47ef237ef92b"
"Anilios","Anilios ammodytes","Anilios ammodytes","R163213","Western Australian Museum",-22.2175,117.521944,NA,NA,NA,"e0d3419e-c16d-4a29-924a-ea91d74a3f29"
"Anilios","Anilios ammodytes","Anilios ammodytes","R172597","Western Australian Museum",-20.778611,115.444444,NA,NA,NA,"e20e6a68-f24c-47e7-8197-22c4ab440ffb"
"Anilios","Anilios ammodytes","Anilios ammodytes","R111996","Western Australian Museum",-22.718333,120.646389,NA,NA,NA,"e2e4ac8b-af76-4bae-8066-ec5375318eae"
"Anilios","Anilios ammodytes","Anilios ammodytes","R161697","Western Australian Museum",-20.241944,119.574444,NA,NA,NA,"e395a752-e5d5-4004-a2d7-15aeceed135a"
"Anilios","Anilios ammodytes","Anilios ammodytes","R151302","Western Australian Museum",-22.178333,114.081667,NA,NA,NA,"e4102074-3905-4160-83eb-3a4cb1bdd1cc"
"Anilios","Anilios ammodytes","Anilios ammodytes","R99378","Western Australian Museum",-21.609722,118.962222,NA,NA,NA,"e4b72bb7-80ad-43c5-b8a4-c0871d90219e"
